gene	cat	obs
MPHOSPH9	2.0000e+00	59
MPHOSPH9	3.0000e+00	30
MPHOSPH9	4.0000e+00	17
MPHOSPH9	5.0000e+00	9
MPHOSPH9	6.0000e+00	8
MPHOSPH9	7.0000e+00	3
MPHOSPH9	8.0000e+00	2
MPHOSPH9	9.0000e+00	3
MPHOSPH9	1.3000e+01	1
MPI	0.0000e+00	179
MPI	1.0000e+00	69
MPI	2.0000e+00	34
MPI	3.0000e+00	15
MPI	4.0000e+00	7
MPI	5.0000e+00	1
MPI	6.0000e+00	2
MPI	7.0000e+00	2
MPI	8.0000e+00	2
MPI	1.0000e+01	1
MPI	1.6000e+01	1
MPL	0.0000e+00	198
MPL	1.0000e+00	95
MPL	2.0000e+00	34
MPL	3.0000e+00	22
MPL	4.0000e+00	11
MPL	5.0000e+00	6
MPL	6.0000e+00	6
MPL	7.0000e+00	1
MPL	8.0000e+00	1
MPL	9.0000e+00	3
MPL	1.0000e+01	1
MPL	1.2000e+01	1
MPLKIP	0.0000e+00	72
MPLKIP	1.0000e+00	40
MPLKIP	2.0000e+00	6
MPLKIP	3.0000e+00	3
MPLKIP	4.0000e+00	3
MPLKIP	7.0000e+00	2
MPND	0.0000e+00	120
MPND	1.0000e+00	60
MPND	2.0000e+00	35
MPND	3.0000e+00	32
MPND	4.0000e+00	14
MPND	5.0000e+00	4
MPND	6.0000e+00	4
MPND	7.0000e+00	2
MPND	9.0000e+00	2
MPND	1.0000e+01	3
MPND	1.2000e+01	1
MPO	0.0000e+00	282
MPO	1.0000e+00	110
MPO	2.0000e+00	71
MPO	3.0000e+00	27
MPO	4.0000e+00	20
MPO	5.0000e+00	9
MPO	6.0000e+00	8
MPO	7.0000e+00	2
MPO	8.0000e+00	2
MPO	9.0000e+00	1
MPO	1.0000e+01	1
MPO	1.1000e+01	2
MPO	1.2000e+01	1
MPO	1.4000e+01	1
MPP1	0.0000e+00	70
MPP1	1.0000e+00	19
MPP1	2.0000e+00	17
MPP1	3.0000e+00	5
MPP1	4.0000e+00	5
MPP1	5.0000e+00	1
MPP1	6.0000e+00	3
MPP1	7.0000e+00	1
MPP2	0.0000e+00	180
MPP2	1.0000e+00	87
MPP2	2.0000e+00	47
MPP2	3.0000e+00	23
MPP2	4.0000e+00	9
MPP2	5.0000e+00	1
MPP2	6.0000e+00	2
MPP2	7.0000e+00	3
MPP2	8.0000e+00	1
MPP2	1.1000e+01	2
MPP2	1.6000e+01	1
MPP2	1.7000e+01	2
MPP3	0.0000e+00	174
MPP3	1.0000e+00	72
MPP3	2.0000e+00	26
MPP3	3.0000e+00	16
MPP3	4.0000e+00	11
MPP3	5.0000e+00	5
MPP3	6.0000e+00	2
MPP3	7.0000e+00	1
MPP3	8.0000e+00	1
MPP3	1.0000e+01	1
MPP3	1.4000e+01	1
MPP4	0.0000e+00	206
MPP4	1.0000e+00	91
MPP4	2.0000e+00	46
MPP4	3.0000e+00	21
MPP4	4.0000e+00	13
MPP4	5.0000e+00	6
MPP4	6.0000e+00	3
MPP4	7.0000e+00	2
MPP4	8.0000e+00	2
MPP4	1.0000e+01	1
MPP4	1.4000e+01	1
MPP4	1.7000e+01	1
MPP5	0.0000e+00	184
MPP5	1.0000e+00	69
MPP5	2.0000e+00	32
MPP5	3.0000e+00	19
MPP5	4.0000e+00	5
MPP5	5.0000e+00	3
MPP5	6.0000e+00	4
MPP5	7.0000e+00	2
MPP5	9.0000e+00	2
MPP5	1.0000e+01	1
MPP5	1.3000e+01	1
MPP6	0.0000e+00	117
MPP6	1.0000e+00	37
MPP6	2.0000e+00	26
MPP6	3.0000e+00	7
MPP6	4.0000e+00	3
MPP6	5.0000e+00	1
MPP6	6.0000e+00	2
MPP6	8.0000e+00	1
MPP6	9.0000e+00	1
MPP7	0.0000e+00	159
MPP7	1.0000e+00	80
MPP7	2.0000e+00	40
MPP7	3.0000e+00	25
MPP7	4.0000e+00	4
MPP7	5.0000e+00	3
MPP7	6.0000e+00	3
MPP7	8.0000e+00	2
MPP7	1.0000e+01	1
MPP7	1.2000e+01	1
MPP7	1.7000e+01	1
MPPE1	0.0000e+00	132
MPPE1	1.0000e+00	56
MPPE1	2.0000e+00	26
MPPE1	3.0000e+00	14
MPPE1	4.0000e+00	10
MPPE1	5.0000e+00	7
MPPE1	6.0000e+00	3
MPPE1	7.0000e+00	3
MPPE1	1.0000e+01	1
MPPE1	1.1000e+01	2
MPPE1	1.6000e+01	1
MPPED1	0.0000e+00	76
MPPED1	1.0000e+00	31
MPPED1	2.0000e+00	16
MPPED1	3.0000e+00	6
MPPED1	4.0000e+00	4
MPPED1	5.0000e+00	3
MPPED1	6.0000e+00	2
MPPED2	0.0000e+00	66
MPPED2	1.0000e+00	22
MPPED2	2.0000e+00	11
MPPED2	3.0000e+00	4
MPPED2	4.0000e+00	2
MPPED2	7.0000e+00	1
MPRIP	0.0000e+00	618
MPRIP	1.0000e+00	271
MPRIP	2.0000e+00	121
MPRIP	3.0000e+00	80
MPRIP	4.0000e+00	33
MPRIP	5.0000e+00	14
MPRIP	6.0000e+00	13
MPRIP	7.0000e+00	6
MPRIP	8.0000e+00	3
MPRIP	9.0000e+00	2
MPRIP	1.0000e+01	3
MPRIP	1.1000e+01	1
MPRIP	1.4000e+01	1
MPRIP	1.5000e+01	1
MPRIP	1.6000e+01	1
MPST	0.0000e+00	92
MPST	1.0000e+00	49
MPST	2.0000e+00	24
MPST	3.0000e+00	9
MPST	4.0000e+00	7
MPST	5.0000e+00	4
MPST	6.0000e+00	2
MPST	8.0000e+00	2
MPV17	0.0000e+00	113
MPV17	1.0000e+00	41
MPV17	2.0000e+00	28
MPV17	3.0000e+00	11
MPV17	4.0000e+00	10
MPV17	5.0000e+00	2
MPV17	6.0000e+00	1
MPV17	7.0000e+00	2
MPV17	1.7000e+01	1
MPV17L	0.0000e+00	66
MPV17L	1.0000e+00	22
MPV17L	2.0000e+00	10
MPV17L	3.0000e+00	5
MPV17L	4.0000e+00	6
MPV17L	5.0000e+00	2
MPV17L2	0.0000e+00	71
MPV17L2	1.0000e+00	29
MPV17L2	2.0000e+00	10
MPV17L2	3.0000e+00	6
MPV17L2	4.0000e+00	5
MPV17L2	5.0000e+00	2
MPV17L2	7.0000e+00	1
MPV17L2	8.0000e+00	2
MPV17L2	1.5000e+01	1
MPZ	0.0000e+00	71
MPZ	1.0000e+00	28
MPZ	2.0000e+00	13
MPZ	3.0000e+00	5
MPZ	4.0000e+00	3
MPZ	5.0000e+00	1
MPZ	1.2000e+01	1
MPZL1	0.0000e+00	68
MPZL1	1.0000e+00	24
MPZL1	2.0000e+00	12
MPZL1	3.0000e+00	5
MPZL1	4.0000e+00	1
MPZL2	0.0000e+00	83
MPZL2	1.0000e+00	35
MPZL2	2.0000e+00	21
MPZL2	3.0000e+00	13
MPZL2	4.0000e+00	15
MPZL2	5.0000e+00	3
MPZL2	6.0000e+00	5
MPZL2	7.0000e+00	2
MPZL2	8.0000e+00	1
MPZL2	9.0000e+00	1
MPZL3	0.0000e+00	81
MPZL3	1.0000e+00	62
MPZL3	2.0000e+00	18
MPZL3	3.0000e+00	9
MPZL3	4.0000e+00	5
MPZL3	5.0000e+00	3
MPZL3	6.0000e+00	2
MPZL3	7.0000e+00	1
MPZL3	8.0000e+00	3
MPZL3	1.0000e+01	1
MPZL3	1.1000e+01	1
MR1	0.0000e+00	145
MR1	1.0000e+00	47
MR1	2.0000e+00	26
MR1	3.0000e+00	13
MR1	4.0000e+00	8
MR1	5.0000e+00	4
MR1	6.0000e+00	5
MR1	7.0000e+00	1
MR1	8.0000e+00	3
MR1	1.0000e+01	1
MR1	1.5000e+01	1
MRAP	0.0000e+00	66
MRAP	1.0000e+00	32
MRAP	2.0000e+00	17
MRAP	3.0000e+00	12
MRAP	4.0000e+00	5
MRAP	5.0000e+00	2
MRAP	6.0000e+00	3
MRAP	9.0000e+00	4
MRAP	1.0000e+01	1
MRAP2	0.0000e+00	66
MRAP2	1.0000e+00	29
MRAP2	2.0000e+00	7
MRAP2	3.0000e+00	4
MRAP2	4.0000e+00	4
MRAP2	5.0000e+00	2
MRAP2	7.0000e+00	1
MRAP2	8.0000e+00	1
MRAS	0.0000e+00	42
MRAS	1.0000e+00	12
MRAS	2.0000e+00	4
MRAS	4.0000e+00	1
MRAS	6.0000e+00	1
MRC1	0.0000e+00	42
MRC1	1.0000e+00	44
MRC1	2.0000e+00	10
MRC1	3.0000e+00	6
MRC1	4.0000e+00	4
MRC1	5.0000e+00	2
MRC1	6.0000e+00	4
MRC1	8.0000e+00	2
MRC1	9.0000e+00	1
MRC1	1.2000e+01	1
MRC2	0.0000e+00	376
MRC2	1.0000e+00	162
MRC2	2.0000e+00	88
MRC2	3.0000e+00	38
MRC2	4.0000e+00	14
MRC2	5.0000e+00	10
MRC2	6.0000e+00	4
MRC2	7.0000e+00	4
MRC2	8.0000e+00	6
MRC2	1.0000e+01	1
MRC2	1.1000e+01	2
MRC2	1.2000e+01	1
MRC2	1.5000e+01	1
MRC2	1.7000e+01	2
MRE11A	0.0000e+00	227
MRE11A	1.0000e+00	106
MRE11A	2.0000e+00	50
MRE11A	3.0000e+00	26
MRE11A	4.0000e+00	12
MRE11A	5.0000e+00	6
MRE11A	6.0000e+00	2
MRE11A	7.0000e+00	1
MRE11A	8.0000e+00	2
MRE11A	9.0000e+00	2
MRE11A	1.6000e+01	1
MREG	0.0000e+00	59
MREG	1.0000e+00	25
MREG	2.0000e+00	11
MREG	3.0000e+00	13
MREG	4.0000e+00	1
MREG	5.0000e+00	2
MREG	6.0000e+00	1
MREG	8.0000e+00	1
MREG	1.6000e+01	1
MRFAP1	0.0000e+00	52
MRFAP1	1.0000e+00	16
MRFAP1	2.0000e+00	6
MRFAP1	3.0000e+00	2
MRFAP1	4.0000e+00	1
MRFAP1	6.0000e+00	1
MRFAP1	7.0000e+00	1
MRFAP1L1	0.0000e+00	49
MRFAP1L1	1.0000e+00	26
MRFAP1L1	2.0000e+00	11
MRFAP1L1	3.0000e+00	1
MRFAP1L1	4.0000e+00	2
MRFAP1L1	5.0000e+00	2
MRFAP1L1	7.0000e+00	1
MRFAP1L1	8.0000e+00	1
MRFAP1L1	1.0000e+01	1
MRGBP	0.0000e+00	32
MRGBP	1.0000e+00	6
MRGBP	2.0000e+00	9
MRGBP	4.0000e+00	1
MRGPRD	0.0000e+00	96
MRGPRD	1.0000e+00	45
MRGPRD	2.0000e+00	31
MRGPRD	3.0000e+00	18
MRGPRD	4.0000e+00	7
MRGPRD	5.0000e+00	7
MRGPRD	7.0000e+00	3
MRGPRD	8.0000e+00	1
MRGPRD	9.0000e+00	1
MRGPRE	0.0000e+00	92
MRGPRE	1.0000e+00	49
MRGPRE	2.0000e+00	32
MRGPRE	3.0000e+00	17
MRGPRE	4.0000e+00	7
MRGPRE	5.0000e+00	8
MRGPRE	6.0000e+00	4
MRGPRE	7.0000e+00	4
MRGPRE	8.0000e+00	4
MRGPRE	1.0000e+01	1
MRGPRE	1.5000e+01	1
MRGPRE	1.6000e+01	1
MRGPRF	0.0000e+00	130
MRGPRF	1.0000e+00	72
MRGPRF	2.0000e+00	25
MRGPRF	3.0000e+00	22
MRGPRF	4.0000e+00	5
MRGPRF	5.0000e+00	5
MRGPRF	7.0000e+00	4
MRGPRF	8.0000e+00	3
MRGPRF	1.5000e+01	1
MRGPRF	1.6000e+01	1
MRGPRG	0.0000e+00	73
MRGPRG	1.0000e+00	40
MRGPRG	2.0000e+00	7
MRGPRG	3.0000e+00	8
MRGPRG	4.0000e+00	5
MRGPRG	5.0000e+00	1
MRGPRG	6.0000e+00	4
MRGPRG	7.0000e+00	3
MRGPRG	8.0000e+00	1
MRGPRG	9.0000e+00	2
MRGPRG	1.0000e+01	3
MRGPRX1	0.0000e+00	114
MRGPRX1	1.0000e+00	57
MRGPRX1	2.0000e+00	28
MRGPRX1	3.0000e+00	20
MRGPRX1	4.0000e+00	11
MRGPRX1	5.0000e+00	6
MRGPRX1	7.0000e+00	2
MRGPRX1	8.0000e+00	2
MRGPRX1	9.0000e+00	1
MRGPRX1	1.0000e+01	1
MRGPRX1	1.1000e+01	1
MRGPRX1	1.3000e+01	1
MRGPRX1	1.5000e+01	1
MRGPRX2	0.0000e+00	104
MRGPRX2	1.0000e+00	41
MRGPRX2	2.0000e+00	25
MRGPRX2	3.0000e+00	10
MRGPRX2	4.0000e+00	10
MRGPRX2	5.0000e+00	1
MRGPRX2	6.0000e+00	3
MRGPRX2	7.0000e+00	3
MRGPRX2	8.0000e+00	1
MRGPRX2	9.0000e+00	3
MRGPRX2	1.4000e+01	1
MRGPRX2	1.6000e+01	1
MRGPRX3	0.0000e+00	134
MRGPRX3	1.0000e+00	62
MRGPRX3	2.0000e+00	37
MRGPRX3	3.0000e+00	28
MRGPRX3	4.0000e+00	16
MRGPRX3	5.0000e+00	6
MRGPRX3	6.0000e+00	4
MRGPRX3	7.0000e+00	2
MRGPRX3	1.0000e+01	2
MRGPRX3	1.1000e+01	1
MRGPRX3	1.3000e+01	2
MRGPRX3	1.4000e+01	1
MRGPRX3	1.5000e+01	1
MRGPRX3	1.7000e+01	1
MRGPRX4	0.0000e+00	126
MRGPRX4	1.0000e+00	54
MRGPRX4	2.0000e+00	21
MRGPRX4	3.0000e+00	16
MRGPRX4	4.0000e+00	10
MRGPRX4	5.0000e+00	6
MRGPRX4	7.0000e+00	1
MRGPRX4	8.0000e+00	2
MRGPRX4	9.0000e+00	1
MRGPRX4	1.0000e+01	2
MRGPRX4	1.1000e+01	1
MRGPRX4	1.5000e+01	1
MRGPRX4	1.6000e+01	3
MRGPRX4	1.7000e+01	1
MRI1	0.0000e+00	135
MRI1	1.0000e+00	68
MRI1	2.0000e+00	29
MRI1	3.0000e+00	22
MRI1	4.0000e+00	10
MRI1	5.0000e+00	7
MRI1	6.0000e+00	4
MRI1	7.0000e+00	4
MRI1	8.0000e+00	3
MRI1	1.0000e+01	2
MRI1	1.1000e+01	1
MRI1	1.2000e+01	1
MRM1	0.0000e+00	115
MRM1	1.0000e+00	47
MRM1	2.0000e+00	29
MRM1	3.0000e+00	14
MRM1	4.0000e+00	3
MRM1	5.0000e+00	2
MRM1	6.0000e+00	3
MRM1	7.0000e+00	3
MRM1	8.0000e+00	1
MRM1	1.3000e+01	1
MRO	0.0000e+00	100
MRO	1.0000e+00	40
MRO	2.0000e+00	30
MRO	3.0000e+00	14
MRO	4.0000e+00	4
MRO	5.0000e+00	1
MRO	6.0000e+00	3
MRO	7.0000e+00	2
MRO	9.0000e+00	1
MRO	1.1000e+01	1
MRO	1.4000e+01	1
MRO	1.6000e+01	1
MRO	1.7000e+01	1
MROH1	0.0000e+00	163
MROH1	1.0000e+00	69
MROH1	2.0000e+00	40
MROH1	3.0000e+00	21
MROH1	4.0000e+00	14
MROH1	5.0000e+00	9
MROH1	6.0000e+00	7
MROH1	7.0000e+00	2
MROH1	8.0000e+00	1
MROH1	1.7000e+01	1
MROH2A	0.0000e+00	409
MROH2A	1.0000e+00	174
MROH2A	2.0000e+00	104
MROH2A	3.0000e+00	48
MROH2A	4.0000e+00	38
MROH2A	5.0000e+00	21
MROH2A	6.0000e+00	15
MROH2A	7.0000e+00	9
MROH2A	8.0000e+00	5
MROH2A	9.0000e+00	5
MROH2A	1.0000e+01	1
MROH2A	1.1000e+01	3
MROH2A	1.2000e+01	1
MROH2A	1.3000e+01	3
MROH2A	1.4000e+01	4
MROH2A	1.5000e+01	1
MROH2A	1.6000e+01	5
MROH2B	0.0000e+00	528
MROH2B	1.0000e+00	211
MROH2B	2.0000e+00	96
MROH2B	3.0000e+00	59
MROH2B	4.0000e+00	33
MROH2B	5.0000e+00	13
MROH2B	6.0000e+00	19
MROH2B	7.0000e+00	6
MROH2B	8.0000e+00	7
MROH2B	9.0000e+00	1
MROH2B	1.0000e+01	1
MROH2B	1.2000e+01	4
MROH2B	1.3000e+01	2
MROH2B	1.5000e+01	1
MROH2B	1.6000e+01	3
MROH2B	1.7000e+01	3
MROH5	0.0000e+00	42
MROH5	1.0000e+00	17
MROH5	2.0000e+00	3
MROH5	3.0000e+00	3
MROH5	4.0000e+00	3
MROH5	5.0000e+00	4
MROH5	9.0000e+00	2
MROH5	1.0000e+01	1
MROH5	1.7000e+01	3
MROH6	0.0000e+00	269
MROH6	1.0000e+00	124
MROH6	2.0000e+00	70
MROH6	3.0000e+00	43
MROH6	4.0000e+00	22
MROH6	5.0000e+00	9
MROH6	6.0000e+00	10
MROH6	7.0000e+00	7
MROH6	8.0000e+00	1
MROH6	9.0000e+00	4
MROH6	1.0000e+01	2
MROH6	1.6000e+01	2
MROH6	1.7000e+01	2
MROH7	0.0000e+00	437
MROH7	1.0000e+00	189
MROH7	2.0000e+00	104
MROH7	3.0000e+00	70
MROH7	4.0000e+00	41
MROH7	5.0000e+00	27
MROH7	6.0000e+00	15
MROH7	7.0000e+00	10
MROH7	8.0000e+00	3
MROH7	9.0000e+00	4
MROH7	1.0000e+01	1
MROH7	1.1000e+01	1
MROH7	1.2000e+01	2
MROH7	1.5000e+01	1
MROH7	1.6000e+01	3
MROH7	1.7000e+01	3
MROH8	0.0000e+00	312
MROH8	1.0000e+00	117
MROH8	2.0000e+00	60
MROH8	3.0000e+00	24
MROH8	4.0000e+00	14
MROH8	5.0000e+00	12
MROH8	6.0000e+00	10
MROH8	7.0000e+00	4
MROH8	8.0000e+00	3
MROH8	9.0000e+00	1
MROH8	1.2000e+01	2
MROH8	1.3000e+01	1
MROH8	1.6000e+01	4
MROH9	0.0000e+00	297
MROH9	1.0000e+00	94
MROH9	2.0000e+00	50
MROH9	3.0000e+00	23
MROH9	4.0000e+00	16
MROH9	5.0000e+00	8
MROH9	6.0000e+00	7
MROH9	7.0000e+00	6
MROH9	8.0000e+00	2
MROH9	9.0000e+00	4
MROH9	1.0000e+01	2
MROH9	1.1000e+01	1
MROH9	1.2000e+01	1
MROH9	1.3000e+01	1
MROH9	1.4000e+01	1
MROH9	1.5000e+01	1
MRP63	0.0000e+00	52
MRP63	1.0000e+00	16
MRP63	2.0000e+00	14
MRP63	3.0000e+00	2
MRP63	4.0000e+00	1
MRP63	5.0000e+00	2
MRP63	6.0000e+00	1
MRP63	9.0000e+00	1
MRP63	1.0000e+01	1
MRPL1	0.0000e+00	108
MRPL1	1.0000e+00	34
MRPL1	2.0000e+00	24
MRPL1	3.0000e+00	6
MRPL1	4.0000e+00	5
MRPL1	5.0000e+00	5
MRPL1	6.0000e+00	3
MRPL1	7.0000e+00	1
MRPL1	1.1000e+01	1
MRPL1	1.3000e+01	1
MRPL10	0.0000e+00	81
MRPL10	1.0000e+00	43
MRPL10	2.0000e+00	18
MRPL10	3.0000e+00	12
MRPL10	4.0000e+00	5
MRPL10	5.0000e+00	1
MRPL10	7.0000e+00	1
MRPL10	1.6000e+01	1
MRPL11	0.0000e+00	85
MRPL11	1.0000e+00	36
MRPL11	2.0000e+00	16
MRPL11	3.0000e+00	5
MRPL11	4.0000e+00	3
MRPL11	6.0000e+00	1
MRPL11	8.0000e+00	1
MRPL12	0.0000e+00	56
MRPL12	1.0000e+00	26
MRPL12	2.0000e+00	24
MRPL12	3.0000e+00	8
MRPL12	4.0000e+00	3
MRPL12	5.0000e+00	1
MRPL12	1.0000e+01	1
MRPL12	1.4000e+01	1
MRPL13	0.0000e+00	52
MRPL13	1.0000e+00	26
MRPL13	2.0000e+00	12
MRPL13	3.0000e+00	4
MRPL13	5.0000e+00	1
MRPL13	6.0000e+00	2
MRPL13	9.0000e+00	1
MRPL14	0.0000e+00	52
MRPL14	1.0000e+00	16
MRPL14	2.0000e+00	18
MRPL14	3.0000e+00	9
MRPL14	4.0000e+00	3
MRPL14	6.0000e+00	1
MRPL15	0.0000e+00	103
MRPL15	1.0000e+00	37
MRPL15	2.0000e+00	13
MRPL15	3.0000e+00	5
MRPL15	4.0000e+00	4
MRPL15	5.0000e+00	6
MRPL15	6.0000e+00	6
MRPL15	7.0000e+00	2
MRPL15	1.1000e+01	1
MRPL16	0.0000e+00	92
MRPL16	1.0000e+00	39
MRPL16	2.0000e+00	26
MRPL16	3.0000e+00	9
MRPL16	4.0000e+00	6
MRPL16	6.0000e+00	5
MRPL16	7.0000e+00	2
MRPL16	8.0000e+00	1
MRPL16	9.0000e+00	1
MRPL16	1.1000e+01	1
MRPL16	1.2000e+01	1
MRPL17	0.0000e+00	79
MRPL17	1.0000e+00	25
MRPL17	2.0000e+00	10
MRPL17	3.0000e+00	3
MRPL17	4.0000e+00	4
MRPL17	7.0000e+00	1
MRPL18	0.0000e+00	74
MRPL18	1.0000e+00	29
MRPL18	2.0000e+00	14
MRPL18	3.0000e+00	9
MRPL18	4.0000e+00	2
MRPL18	5.0000e+00	1
MRPL18	6.0000e+00	1
MRPL18	7.0000e+00	1
MRPL18	1.7000e+01	1
MRPL19	0.0000e+00	91
MRPL19	1.0000e+00	39
MRPL19	2.0000e+00	32
MRPL19	3.0000e+00	10
MRPL19	4.0000e+00	4
MRPL19	5.0000e+00	6
MRPL19	6.0000e+00	1
MRPL19	7.0000e+00	1
MRPL19	1.0000e+01	1
MRPL19	1.1000e+01	1
MRPL2	0.0000e+00	137
MRPL2	1.0000e+00	55
MRPL2	2.0000e+00	30
MRPL2	3.0000e+00	21
MRPL2	4.0000e+00	2
MRPL2	5.0000e+00	3
MRPL2	7.0000e+00	5
MRPL2	9.0000e+00	1
MRPL20	0.0000e+00	104
MRPL20	1.0000e+00	37
MRPL20	2.0000e+00	25
MRPL20	3.0000e+00	10
MRPL20	4.0000e+00	4
MRPL20	5.0000e+00	3
MRPL20	6.0000e+00	2
MRPL20	8.0000e+00	1
MRPL20	9.0000e+00	1
MRPL20	1.1000e+01	1
MRPL21	0.0000e+00	90
MRPL21	1.0000e+00	52
MRPL21	2.0000e+00	21
MRPL21	3.0000e+00	13
MRPL21	4.0000e+00	7
MRPL21	5.0000e+00	4
MRPL21	6.0000e+00	2
MRPL21	7.0000e+00	7
MRPL21	8.0000e+00	2
MRPL21	1.0000e+01	1
MRPL22	0.0000e+00	79
MRPL22	1.0000e+00	33
MRPL22	2.0000e+00	13
MRPL22	3.0000e+00	9
MRPL22	4.0000e+00	4
MRPL22	5.0000e+00	4
MRPL22	6.0000e+00	3
MRPL22	7.0000e+00	1
MRPL22	1.3000e+01	1
MRPL23	0.0000e+00	103
MRPL23	1.0000e+00	51
MRPL23	2.0000e+00	29
MRPL23	3.0000e+00	13
MRPL23	4.0000e+00	10
MRPL23	5.0000e+00	5
MRPL23	6.0000e+00	3
MRPL23	7.0000e+00	4
MRPL23	8.0000e+00	2
MRPL23	9.0000e+00	1
MRPL23	1.2000e+01	1
MRPL23	1.3000e+01	2
MRPL23	1.5000e+01	1
MRPL23	1.6000e+01	1
MRPL24	0.0000e+00	65
MRPL24	1.0000e+00	32
MRPL24	2.0000e+00	17
MRPL24	3.0000e+00	13
MRPL24	4.0000e+00	3
MRPL24	5.0000e+00	2
MRPL24	6.0000e+00	1
MRPL24	8.0000e+00	1
MRPL24	9.0000e+00	1
MRPL27	0.0000e+00	55
MRPL27	1.0000e+00	27
MRPL27	2.0000e+00	20
MRPL27	3.0000e+00	12
MRPL27	4.0000e+00	4
MRPL27	5.0000e+00	3
MRPL27	7.0000e+00	1
MRPL27	8.0000e+00	1
MRPL27	1.1000e+01	1
MRPL27	1.6000e+01	1
MRPL28	0.0000e+00	147
MRPL28	1.0000e+00	52
MRPL28	2.0000e+00	34
MRPL28	3.0000e+00	19
MRPL28	4.0000e+00	7
MRPL28	5.0000e+00	10
MRPL28	6.0000e+00	2
MRPL28	7.0000e+00	4
MRPL28	8.0000e+00	3
MRPL28	9.0000e+00	1
MRPL28	1.0000e+01	1
MRPL28	1.2000e+01	2
MRPL28	1.3000e+01	1
MRPL28	1.4000e+01	1
MRPL3	0.0000e+00	164
MRPL3	1.0000e+00	59
MRPL3	2.0000e+00	23
MRPL3	3.0000e+00	23
MRPL3	4.0000e+00	10
MRPL3	5.0000e+00	7
MRPL3	6.0000e+00	5
MRPL3	7.0000e+00	1
MRPL3	8.0000e+00	1
MRPL3	9.0000e+00	1
MRPL3	1.0000e+01	1
MRPL3	1.1000e+01	1
MRPL30	0.0000e+00	48
MRPL30	1.0000e+00	19
MRPL30	2.0000e+00	7
MRPL30	3.0000e+00	5
MRPL30	5.0000e+00	3
MRPL30	6.0000e+00	2
MRPL30	7.0000e+00	1
MRPL30	1.0000e+01	1
MRPL30	1.7000e+01	1
MRPL32	0.0000e+00	62
MRPL32	1.0000e+00	26
MRPL32	2.0000e+00	16
MRPL32	3.0000e+00	9
MRPL32	4.0000e+00	5
MRPL32	5.0000e+00	6
MRPL32	6.0000e+00	1
MRPL32	7.0000e+00	1
MRPL32	8.0000e+00	1
MRPL33	0.0000e+00	29
MRPL33	1.0000e+00	10
MRPL33	2.0000e+00	8
MRPL33	3.0000e+00	2
MRPL33	4.0000e+00	2
MRPL33	5.0000e+00	1
MRPL34	0.0000e+00	54
MRPL34	1.0000e+00	25
MRPL34	2.0000e+00	12
MRPL34	3.0000e+00	8
MRPL34	4.0000e+00	1
MRPL34	5.0000e+00	1
MRPL34	8.0000e+00	1
MRPL34	1.4000e+01	1
MRPL35	0.0000e+00	76
MRPL35	1.0000e+00	31
MRPL35	2.0000e+00	7
MRPL35	3.0000e+00	7
MRPL35	4.0000e+00	6
MRPL35	5.0000e+00	2
MRPL35	7.0000e+00	1
MRPL35	8.0000e+00	1
MRPL35	1.0000e+01	1
MRPL35	1.6000e+01	1
MRPL36	0.0000e+00	45
MRPL36	1.0000e+00	20
MRPL36	2.0000e+00	11
MRPL36	3.0000e+00	9
MRPL36	4.0000e+00	2
MRPL36	5.0000e+00	1
MRPL36	6.0000e+00	1
MRPL36	8.0000e+00	1
MRPL36	1.2000e+01	1
MRPL37	0.0000e+00	194
MRPL37	1.0000e+00	75
MRPL37	2.0000e+00	32
MRPL37	3.0000e+00	19
MRPL37	4.0000e+00	11
MRPL37	5.0000e+00	3
MRPL37	6.0000e+00	3
MRPL37	7.0000e+00	2
MRPL37	8.0000e+00	1
MRPL37	9.0000e+00	2
MRPL37	1.0000e+01	1
MRPL37	1.1000e+01	1
MRPL37	1.2000e+01	1
MRPL37	1.6000e+01	1
MRPL37	1.7000e+01	1
MRPL38	0.0000e+00	110
MRPL38	1.0000e+00	64
MRPL38	2.0000e+00	32
MRPL38	3.0000e+00	22
MRPL38	4.0000e+00	6
MRPL38	5.0000e+00	4
MRPL38	6.0000e+00	3
MRPL38	7.0000e+00	3
MRPL38	8.0000e+00	2
MRPL38	9.0000e+00	2
MRPL38	1.0000e+01	1
MRPL38	1.1000e+01	3
MRPL39	0.0000e+00	138
MRPL39	1.0000e+00	50
MRPL39	2.0000e+00	28
MRPL39	3.0000e+00	11
MRPL39	4.0000e+00	3
MRPL39	5.0000e+00	4
MRPL39	6.0000e+00	6
MRPL39	9.0000e+00	1
MRPL39	1.7000e+01	1
MRPL4	0.0000e+00	134
MRPL4	1.0000e+00	60
MRPL4	2.0000e+00	33
MRPL4	3.0000e+00	19
MRPL4	4.0000e+00	10
MRPL4	5.0000e+00	10
MRPL4	6.0000e+00	7
MRPL4	8.0000e+00	2
MRPL4	9.0000e+00	3
MRPL4	1.0000e+01	1
MRPL4	1.1000e+01	1
MRPL4	1.2000e+01	2
MRPL40	0.0000e+00	74
MRPL40	1.0000e+00	25
MRPL40	2.0000e+00	15
MRPL40	3.0000e+00	12
MRPL40	4.0000e+00	8
MRPL40	5.0000e+00	2
MRPL40	6.0000e+00	1
MRPL40	7.0000e+00	1
MRPL40	1.3000e+01	1
MRPL40	1.5000e+01	1
MRPL41	0.0000e+00	39
MRPL41	1.0000e+00	17
MRPL41	2.0000e+00	5
